date,price,currency,airline,stops,duration_min,departure,arrival,origin,destination,scraped_at,source,date_str,day_of_week,days_until_dep,is_direct,duration_h,month,week
2026-04-09,102.0,EUR,Vueling Airlines,0,110,2026-04-09 12:30:00,2026-04-09 15:20:00,CMN,MAD,2026-03-13 16:22:27.760959,unified-search,260409,Thursday,27,1,1.83,4,15
2026-04-09,221.99,EUR,Royal Air Maroc,0,110,2026-04-09 12:30:00,2026-04-09 15:20:00,CMN,MAD,2026-03-13 16:22:27.760959,unified-search,260409,Thursday,27,1,1.83,4,15
2026-04-09,265.0,EUR,Iberia,0,105,2026-04-09 09:50:00,2026-04-09 12:35:00,CMN,MAD,2026-03-13 16:22:27.760959,unified-search,260409,Thursday,27,1,1.75,4,15
2026-04-09,110.0,EUR,Royal Air Maroc,1,245,2026-04-09 17:15:00,2026-04-09 22:20:00,CMN,MAD,2026-03-13 16:22:27.760959,unified-search,260409,Thursday,27,0,4.08,4,15
2026-04-09,133.99,EUR,TAP Air Portugal,1,370,2026-04-09 17:10:00,2026-04-10 00:20:00,CMN,MAD,2026-03-13 16:22:27.760959,unified-search,260409,Thursday,27,0,6.17,4,15
2026-04-10,92.97,EUR,Iberia,0,105,2026-04-10 17:55:00,2026-04-10 20:40:00,CMN,MAD,2026-03-13 16:22:38.439347,unified-search,260410,Friday,28,1,1.75,4,15
2026-04-10,179.97,EUR,Iberia,0,110,2026-04-10 12:30:00,2026-04-10 15:20:00,CMN,MAD,2026-03-13 16:22:38.439347,unified-search,260410,Friday,28,1,1.83,4,15
2026-04-10,102.0,EUR,Vueling Airlines,0,105,2026-04-10 17:55:00,2026-04-10 20:40:00,CMN,MAD,2026-03-13 16:22:38.439347,unified-search,260410,Friday,28,1,1.75,4,15
2026-04-10,252.0,EUR,Royal Air Maroc,0,105,2026-04-10 09:50:00,2026-04-10 12:35:00,CMN,MAD,2026-03-13 16:22:38.439347,unified-search,260410,Friday,28,1,1.75,4,15
2026-04-10,185.0,EUR,Vueling Airlines,0,110,2026-04-10 12:30:00,2026-04-10 15:20:00,CMN,MAD,2026-03-13 16:22:38.439347,unified-search,260410,Friday,28,1,1.83,4,15
2026-04-10,313.0,EUR,Royal Air Maroc,0,110,2026-04-10 12:30:00,2026-04-10 15:20:00,CMN,MAD,2026-03-13 16:22:38.439347,unified-search,260410,Friday,28,1,1.83,4,15
2026-04-10,298.97,EUR,Iberia,0,105,2026-04-10 09:50:00,2026-04-10 12:35:00,CMN,MAD,2026-03-13 16:22:38.439347,unified-search,260410,Friday,28,1,1.75,4,15
2026-04-10,252.0,EUR,Royal Air Maroc,0,105,2026-04-10 16:25:00,2026-04-10 19:10:00,CMN,MAD,2026-03-13 16:22:38.439347,unified-search,260410,Friday,28,1,1.75,4,15
2026-04-10,221.99,EUR,Royal Air Maroc,0,105,2026-04-10 17:55:00,2026-04-10 20:40:00,CMN,MAD,2026-03-13 16:22:38.439347,unified-search,260410,Friday,28,1,1.75,4,15
2026-04-10,352.97,EUR,Iberia,0,105,2026-04-10 16:25:00,2026-04-10 19:10:00,CMN,MAD,2026-03-13 16:22:38.439347,unified-search,260410,Friday,28,1,1.75,4,15
2026-04-11,78.99,EUR,Air Arabia Maroc,0,100,2026-04-11 13:10:00,2026-04-11 15:50:00,CMN,MAD,2026-03-13 16:22:48.199302,unified-search,260411,Saturday,29,1,1.67,4,15
2026-04-11,109.97,EUR,Iberia,0,110,2026-04-11 12:30:00,2026-04-11 15:20:00,CMN,MAD,2026-03-13 16:22:48.199302,unified-search,260411,Saturday,29,1,1.83,4,15
2026-04-11,144.99,EUR,Royal Air Maroc,0,105,2026-04-11 09:50:00,2026-04-11 12:35:00,CMN,MAD,2026-03-13 16:22:48.199302,unified-search,260411,Saturday,29,1,1.75,4,15
2026-04-11,135.97,EUR,Iberia,0,105,2026-04-11 09:50:00,2026-04-11 12:35:00,CMN,MAD,2026-03-13 16:22:48.199302,unified-search,260411,Saturday,29,1,1.75,4,15
2026-04-11,197.99,EUR,Royal Air Maroc,0,105,2026-04-11 16:25:00,2026-04-11 19:10:00,CMN,MAD,2026-03-13 16:22:48.199302,unified-search,260411,Saturday,29,1,1.75,4,15
2026-04-11,178.97,EUR,Iberia,0,105,2026-04-11 16:25:00,2026-04-11 19:10:00,CMN,MAD,2026-03-13 16:22:48.199302,unified-search,260411,Saturday,29,1,1.75,4,15
2026-04-11,124.0,EUR,Vueling Airlines,0,110,2026-04-11 12:30:00,2026-04-11 15:20:00,CMN,MAD,2026-03-13 16:22:48.199302,unified-search,260411,Saturday,29,1,1.83,4,15
2026-04-11,253.0,EUR,Royal Air Maroc,0,110,2026-04-11 12:30:00,2026-04-11 15:20:00,CMN,MAD,2026-03-13 16:22:48.199302,unified-search,260411,Saturday,29,1,1.83,4,15
2026-04-11,152.0,EUR,Royal Air Maroc,1,280,2026-04-11 17:15:00,2026-04-11 22:55:00,CMN,MAD,2026-03-13 16:22:48.199302,unified-search,260411,Saturday,29,0,4.67,4,15
2026-04-11,208.0,EUR,Iberia,1,280,2026-04-11 17:15:00,2026-04-11 22:55:00,CMN,MAD,2026-03-13 16:22:48.199302,unified-search,260411,Saturday,29,0,4.67,4,15
